================ Training Loss (Fri Apr 29 04:51:10 2022) ================
(epoch: 1, iters: 80, time: 0.044, data: 0.050) loss: 3.395 
(epoch: 6, iters: 320, time: 0.049, data: 0.048) loss: 3.062 
(epoch: 6, iters: 400, time: 0.049, data: 0.048) loss: 3.008 
(epoch: 6, iters: 480, time: 0.047, data: 0.051) loss: 2.828 
(epoch: 7, iters: 80, time: 0.049, data: 0.050) loss: 3.214 
(epoch: 7, iters: 160, time: 0.047, data: 0.050) loss: 2.915 
(epoch: 7, iters: 240, time: 0.049, data: 0.050) loss: 2.708 
(epoch: 7, iters: 320, time: 0.046, data: 0.049) loss: 2.795 
(epoch: 7, iters: 400, time: 0.046, data: 0.049) loss: 2.670 
(epoch: 7, iters: 480, time: 0.046, data: 0.049) loss: 2.750 
(epoch: 8, iters: 80, time: 0.048, data: 0.048) loss: 2.414 
(epoch: 8, iters: 160, time: 0.047, data: 0.049) loss: 2.483 
(epoch: 8, iters: 240, time: 0.048, data: 0.060) loss: 2.393 
(epoch: 8, iters: 320, time: 0.048, data: 0.063) loss: 2.645 
(epoch: 8, iters: 400, time: 0.049, data: 0.053) loss: 2.476 
(epoch: 8, iters: 480, time: 0.048, data: 0.053) loss: 2.468 
(epoch: 9, iters: 80, time: 0.048, data: 0.050) loss: 2.557 
(epoch: 9, iters: 160, time: 0.046, data: 0.051) loss: 2.395 
(epoch: 9, iters: 240, time: 0.049, data: 0.049) loss: 3.001 
(epoch: 9, iters: 320, time: 0.048, data: 0.048) loss: 2.241 
(epoch: 9, iters: 400, time: 0.047, data: 0.049) loss: 2.548 
(epoch: 9, iters: 480, time: 0.050, data: 0.050) loss: 2.515 
(epoch: 10, iters: 80, time: 0.049, data: 0.048) loss: 2.113 
(epoch: 10, iters: 160, time: 0.048, data: 0.049) loss: 2.666 
(epoch: 10, iters: 240, time: 0.049, data: 0.049) loss: 2.449 
(epoch: 10, iters: 320, time: 0.046, data: 0.060) loss: 2.482 
(epoch: 10, iters: 400, time: 0.046, data: 0.050) loss: 2.382 
(epoch: 10, iters: 480, time: 0.047, data: 0.049) loss: 2.285 
(epoch: 11, iters: 80, time: 0.046, data: 0.059) loss: 2.030 
(epoch: 11, iters: 160, time: 0.045, data: 0.049) loss: 2.246 
(epoch: 11, iters: 240, time: 0.046, data: 0.049) loss: 2.233 
(epoch: 11, iters: 320, time: 0.049, data: 0.051) loss: 2.316 
(epoch: 11, iters: 400, time: 0.048, data: 0.051) loss: 2.476 
(epoch: 11, iters: 480, time: 0.050, data: 0.051) loss: 2.369 
(epoch: 12, iters: 80, time: 0.049, data: 0.050) loss: 2.265 
(epoch: 12, iters: 160, time: 0.045, data: 0.049) loss: 2.391 
(epoch: 12, iters: 240, time: 0.047, data: 0.051) loss: 1.839 
(epoch: 12, iters: 320, time: 0.049, data: 0.050) loss: 2.085 
(epoch: 12, iters: 400, time: 0.049, data: 0.049) loss: 3.039 
(epoch: 12, iters: 480, time: 0.049, data: 0.049) loss: 1.821 
(epoch: 13, iters: 80, time: 0.049, data: 0.049) loss: 2.639 
(epoch: 13, iters: 160, time: 0.048, data: 0.052) loss: 2.145 
(epoch: 13, iters: 240, time: 0.048, data: 0.049) loss: 2.139 
(epoch: 13, iters: 320, time: 0.048, data: 0.049) loss: 2.036 
(epoch: 13, iters: 400, time: 0.048, data: 0.050) loss: 1.765 
(epoch: 13, iters: 480, time: 0.048, data: 0.061) loss: 2.031 
(epoch: 14, iters: 80, time: 0.046, data: 0.050) loss: 2.055 
(epoch: 14, iters: 160, time: 0.046, data: 0.064) loss: 1.934 
(epoch: 14, iters: 240, time: 0.048, data: 0.064) loss: 1.823 
(epoch: 14, iters: 320, time: 0.048, data: 0.049) loss: 2.668 
(epoch: 14, iters: 400, time: 0.048, data: 0.050) loss: 2.063 
(epoch: 14, iters: 480, time: 0.048, data: 0.051) loss: 1.857 
(epoch: 15, iters: 80, time: 0.048, data: 0.051) loss: 1.824 
(epoch: 15, iters: 160, time: 0.048, data: 0.051) loss: 1.678 
(epoch: 15, iters: 240, time: 0.046, data: 0.051) loss: 2.208 
(epoch: 15, iters: 320, time: 0.049, data: 0.049) loss: 2.084 
(epoch: 15, iters: 400, time: 0.047, data: 0.049) loss: 1.911 
(epoch: 15, iters: 480, time: 0.048, data: 0.053) loss: 2.663 
(epoch: 16, iters: 80, time: 0.049, data: 0.061) loss: 1.890 
(epoch: 16, iters: 160, time: 0.050, data: 0.053) loss: 1.689 
(epoch: 16, iters: 240, time: 0.046, data: 0.049) loss: 1.912 
(epoch: 16, iters: 320, time: 0.046, data: 0.048) loss: 1.583 
(epoch: 16, iters: 400, time: 0.047, data: 0.048) loss: 1.659 
(epoch: 16, iters: 480, time: 0.047, data: 0.049) loss: 2.057 
(epoch: 17, iters: 80, time: 0.050, data: 0.049) loss: 1.688 
(epoch: 17, iters: 160, time: 0.050, data: 0.048) loss: 1.678 
(epoch: 17, iters: 240, time: 0.046, data: 0.049) loss: 1.386 
(epoch: 17, iters: 320, time: 0.047, data: 0.049) loss: 1.909 
(epoch: 17, iters: 400, time: 0.047, data: 0.048) loss: 1.509 
(epoch: 17, iters: 480, time: 0.048, data: 0.048) loss: 1.627 
(epoch: 18, iters: 80, time: 0.047, data: 0.048) loss: 1.870 
(epoch: 18, iters: 160, time: 0.047, data: 0.051) loss: 1.691 
(epoch: 18, iters: 240, time: 0.047, data: 0.053) loss: 1.708 
(epoch: 18, iters: 320, time: 0.046, data: 0.049) loss: 1.657 
(epoch: 18, iters: 400, time: 0.046, data: 0.050) loss: 1.763 
(epoch: 18, iters: 480, time: 0.048, data: 0.052) loss: 1.659 
(epoch: 19, iters: 80, time: 0.049, data: 0.048) loss: 1.769 
(epoch: 19, iters: 160, time: 0.045, data: 0.049) loss: 1.936 
(epoch: 19, iters: 240, time: 0.046, data: 0.050) loss: 1.475 
(epoch: 19, iters: 320, time: 0.047, data: 0.049) loss: 1.727 
(epoch: 19, iters: 400, time: 0.046, data: 0.059) loss: 1.307 
(epoch: 19, iters: 480, time: 0.045, data: 0.048) loss: 1.697 
(epoch: 20, iters: 80, time: 0.045, data: 0.048) loss: 1.515 
(epoch: 20, iters: 160, time: 0.045, data: 0.049) loss: 1.561 
(epoch: 20, iters: 240, time: 0.047, data: 0.050) loss: 1.526 
(epoch: 20, iters: 320, time: 0.046, data: 0.063) loss: 1.518 
(epoch: 20, iters: 400, time: 0.046, data: 0.063) loss: 1.570 
(epoch: 20, iters: 480, time: 0.046, data: 0.049) loss: 1.692 
(epoch: 21, iters: 80, time: 0.047, data: 0.049) loss: 1.180 
(epoch: 21, iters: 160, time: 0.046, data: 0.049) loss: 1.803 
(epoch: 21, iters: 240, time: 0.046, data: 0.049) loss: 1.775 
(epoch: 21, iters: 320, time: 0.045, data: 0.049) loss: 1.567 
(epoch: 21, iters: 400, time: 0.047, data: 0.049) loss: 1.200 
(epoch: 21, iters: 480, time: 0.049, data: 0.064) loss: 1.659 
(epoch: 22, iters: 80, time: 0.050, data: 0.051) loss: 1.322 
(epoch: 22, iters: 160, time: 0.049, data: 0.060) loss: 1.737 
(epoch: 22, iters: 240, time: 0.050, data: 0.050) loss: 1.581 
(epoch: 22, iters: 320, time: 0.047, data: 0.051) loss: 1.468 
(epoch: 22, iters: 400, time: 0.049, data: 0.049) loss: 1.298 
(epoch: 22, iters: 480, time: 0.050, data: 0.050) loss: 1.517 
(epoch: 23, iters: 80, time: 0.049, data: 0.052) loss: 1.334 
(epoch: 23, iters: 160, time: 0.049, data: 0.052) loss: 1.301 
(epoch: 23, iters: 240, time: 0.049, data: 0.052) loss: 1.775 
(epoch: 23, iters: 320, time: 0.048, data: 0.053) loss: 1.670 
(epoch: 23, iters: 400, time: 0.048, data: 0.051) loss: 2.164 
(epoch: 23, iters: 480, time: 0.050, data: 0.049) loss: 1.180 
(epoch: 24, iters: 80, time: 0.048, data: 0.053) loss: 1.559 
(epoch: 24, iters: 160, time: 0.049, data: 0.052) loss: 1.395 
(epoch: 24, iters: 240, time: 0.048, data: 0.052) loss: 1.998 
(epoch: 24, iters: 320, time: 0.048, data: 0.053) loss: 1.863 
(epoch: 24, iters: 400, time: 0.048, data: 0.050) loss: 0.989 
(epoch: 24, iters: 480, time: 0.048, data: 0.049) loss: 1.247 
(epoch: 25, iters: 80, time: 0.048, data: 0.050) loss: 1.263 
(epoch: 25, iters: 160, time: 0.047, data: 0.049) loss: 1.511 
(epoch: 25, iters: 240, time: 0.047, data: 0.060) loss: 1.358 
(epoch: 25, iters: 320, time: 0.046, data: 0.059) loss: 1.641 
(epoch: 25, iters: 400, time: 0.049, data: 0.049) loss: 1.601 
(epoch: 25, iters: 480, time: 0.048, data: 0.049) loss: 1.349 
(epoch: 26, iters: 80, time: 0.048, data: 0.050) loss: 1.308 
(epoch: 26, iters: 160, time: 0.048, data: 0.059) loss: 1.092 
(epoch: 26, iters: 240, time: 0.048, data: 0.049) loss: 1.546 
(epoch: 26, iters: 320, time: 0.047, data: 0.049) loss: 1.375 
(epoch: 26, iters: 400, time: 0.049, data: 0.051) loss: 1.116 
(epoch: 26, iters: 480, time: 0.048, data: 0.051) loss: 1.316 
(epoch: 27, iters: 80, time: 0.049, data: 0.062) loss: 1.104 
(epoch: 27, iters: 160, time: 0.049, data: 0.063) loss: 1.129 
(epoch: 27, iters: 240, time: 0.049, data: 0.058) loss: 1.034 
(epoch: 27, iters: 320, time: 0.048, data: 0.052) loss: 1.836 
(epoch: 27, iters: 400, time: 0.048, data: 0.049) loss: 1.266 
(epoch: 27, iters: 480, time: 0.048, data: 0.049) loss: 1.670 
(epoch: 28, iters: 80, time: 0.050, data: 0.048) loss: 1.372 
(epoch: 28, iters: 160, time: 0.047, data: 0.049) loss: 0.974 
(epoch: 28, iters: 240, time: 0.047, data: 0.060) loss: 0.900 
(epoch: 28, iters: 320, time: 0.046, data: 0.050) loss: 1.257 
(epoch: 28, iters: 400, time: 0.046, data: 0.049) loss: 1.147 
(epoch: 28, iters: 480, time: 0.048, data: 0.049) loss: 1.221 
(epoch: 29, iters: 80, time: 0.047, data: 0.051) loss: 1.099 
(epoch: 29, iters: 160, time: 0.047, data: 0.059) loss: 1.187 
(epoch: 29, iters: 240, time: 0.047, data: 0.048) loss: 1.479 
(epoch: 29, iters: 320, time: 0.046, data: 0.048) loss: 1.355 
(epoch: 29, iters: 400, time: 0.045, data: 0.050) loss: 1.612 
(epoch: 29, iters: 480, time: 0.047, data: 0.061) loss: 1.449 
(epoch: 30, iters: 80, time: 0.048, data: 0.049) loss: 1.263 
(epoch: 30, iters: 160, time: 0.049, data: 0.063) loss: 1.085 
(epoch: 30, iters: 240, time: 0.050, data: 0.057) loss: 1.329 
(epoch: 30, iters: 320, time: 0.048, data: 0.051) loss: 0.991 
(epoch: 30, iters: 400, time: 0.047, data: 0.050) loss: 1.185 
(epoch: 30, iters: 480, time: 0.046, data: 0.063) loss: 1.114 
(epoch: 31, iters: 80, time: 0.049, data: 0.049) loss: 1.141 
(epoch: 31, iters: 160, time: 0.048, data: 0.049) loss: 0.865 
(epoch: 31, iters: 240, time: 0.049, data: 0.050) loss: 1.604 
(epoch: 31, iters: 320, time: 0.049, data: 0.049) loss: 1.178 
(epoch: 31, iters: 400, time: 0.048, data: 0.050) loss: 1.330 
(epoch: 31, iters: 480, time: 0.048, data: 0.049) loss: 1.219 
(epoch: 32, iters: 80, time: 0.049, data: 0.049) loss: 1.212 
(epoch: 32, iters: 160, time: 0.050, data: 0.050) loss: 1.493 
(epoch: 32, iters: 240, time: 0.050, data: 0.049) loss: 1.149 
(epoch: 32, iters: 320, time: 0.050, data: 0.050) loss: 1.076 
(epoch: 32, iters: 400, time: 0.047, data: 0.050) loss: 1.089 
(epoch: 32, iters: 480, time: 0.048, data: 0.049) loss: 1.444 
(epoch: 33, iters: 80, time: 0.049, data: 0.050) loss: 1.194 
(epoch: 33, iters: 160, time: 0.050, data: 0.061) loss: 1.718 
(epoch: 33, iters: 240, time: 0.048, data: 0.050) loss: 1.128 
(epoch: 33, iters: 320, time: 0.049, data: 0.053) loss: 1.459 
(epoch: 33, iters: 400, time: 0.048, data: 0.050) loss: 1.375 
(epoch: 33, iters: 480, time: 0.049, data: 0.063) loss: 1.064 
(epoch: 34, iters: 80, time: 0.049, data: 0.049) loss: 0.971 
(epoch: 34, iters: 160, time: 0.049, data: 0.050) loss: 0.998 
(epoch: 34, iters: 240, time: 0.048, data: 0.060) loss: 0.791 
(epoch: 34, iters: 320, time: 0.049, data: 0.049) loss: 0.846 
(epoch: 34, iters: 400, time: 0.045, data: 0.050) loss: 1.146 
(epoch: 34, iters: 480, time: 0.048, data: 0.050) loss: 1.880 
(epoch: 35, iters: 80, time: 0.048, data: 0.051) loss: 1.010 
(epoch: 35, iters: 160, time: 0.049, data: 0.051) loss: 0.927 
(epoch: 35, iters: 240, time: 0.049, data: 0.050) loss: 1.269 
(epoch: 35, iters: 320, time: 0.047, data: 0.050) loss: 0.778 
(epoch: 35, iters: 400, time: 0.045, data: 0.050) loss: 0.823 
(epoch: 35, iters: 480, time: 0.048, data: 0.050) loss: 1.053 
(epoch: 36, iters: 80, time: 0.050, data: 0.049) loss: 1.034 
(epoch: 36, iters: 160, time: 0.045, data: 0.049) loss: 1.022 
(epoch: 36, iters: 240, time: 0.046, data: 0.048) loss: 0.859 
(epoch: 36, iters: 320, time: 0.050, data: 0.050) loss: 0.911 
(epoch: 36, iters: 400, time: 0.047, data: 0.051) loss: 1.002 
(epoch: 36, iters: 480, time: 0.048, data: 0.049) loss: 1.528 
(epoch: 37, iters: 80, time: 0.050, data: 0.048) loss: 0.939 
(epoch: 37, iters: 160, time: 0.046, data: 0.049) loss: 1.131 
(epoch: 37, iters: 240, time: 0.050, data: 0.063) loss: 1.048 
(epoch: 37, iters: 320, time: 0.049, data: 0.053) loss: 0.906 
(epoch: 37, iters: 400, time: 0.047, data: 0.063) loss: 0.882 
(epoch: 37, iters: 480, time: 0.048, data: 0.050) loss: 0.923 
(epoch: 38, iters: 80, time: 0.048, data: 0.049) loss: 0.925 
(epoch: 38, iters: 160, time: 0.050, data: 0.051) loss: 1.040 
(epoch: 38, iters: 240, time: 0.050, data: 0.051) loss: 1.208 
(epoch: 38, iters: 320, time: 0.048, data: 0.051) loss: 0.695 
(epoch: 38, iters: 400, time: 0.048, data: 0.049) loss: 0.938 
(epoch: 38, iters: 480, time: 0.046, data: 0.049) loss: 1.400 
(epoch: 39, iters: 80, time: 0.048, data: 0.052) loss: 0.670 
(epoch: 39, iters: 160, time: 0.048, data: 0.052) loss: 0.811 
(epoch: 39, iters: 240, time: 0.048, data: 0.050) loss: 1.158 
(epoch: 39, iters: 320, time: 0.048, data: 0.051) loss: 0.865 
(epoch: 39, iters: 400, time: 0.047, data: 0.049) loss: 0.983 
(epoch: 39, iters: 480, time: 0.046, data: 0.049) loss: 0.877 
(epoch: 40, iters: 80, time: 0.049, data: 0.049) loss: 0.911 
(epoch: 40, iters: 160, time: 0.049, data: 0.054) loss: 0.767 
(epoch: 40, iters: 240, time: 0.051, data: 0.053) loss: 1.111 
(epoch: 40, iters: 320, time: 0.050, data: 0.052) loss: 0.781 
(epoch: 40, iters: 400, time: 0.048, data: 0.052) loss: 0.841 
(epoch: 40, iters: 480, time: 0.047, data: 0.049) loss: 0.905 
(epoch: 41, iters: 80, time: 0.049, data: 0.048) loss: 0.947 
(epoch: 41, iters: 160, time: 0.050, data: 0.049) loss: 1.091 
(epoch: 41, iters: 240, time: 0.050, data: 0.049) loss: 0.884 
(epoch: 41, iters: 320, time: 0.050, data: 0.049) loss: 0.889 
(epoch: 41, iters: 400, time: 0.047, data: 0.060) loss: 0.589 
(epoch: 41, iters: 480, time: 0.047, data: 0.049) loss: 0.618 
(epoch: 42, iters: 80, time: 0.047, data: 0.048) loss: 0.885 
(epoch: 42, iters: 160, time: 0.048, data: 0.050) loss: 0.679 
(epoch: 42, iters: 240, time: 0.049, data: 0.049) loss: 0.746 
(epoch: 42, iters: 320, time: 0.045, data: 0.049) loss: 0.722 
(epoch: 42, iters: 400, time: 0.048, data: 0.049) loss: 0.836 
(epoch: 42, iters: 480, time: 0.047, data: 0.050) loss: 0.764 
(epoch: 43, iters: 80, time: 0.049, data: 0.048) loss: 0.938 
(epoch: 43, iters: 160, time: 0.050, data: 0.049) loss: 0.772 
(epoch: 43, iters: 240, time: 0.046, data: 0.049) loss: 0.912 
(epoch: 43, iters: 320, time: 0.049, data: 0.049) loss: 0.870 
(epoch: 43, iters: 400, time: 0.050, data: 0.051) loss: 0.792 
(epoch: 43, iters: 480, time: 0.048, data: 0.053) loss: 0.728 
(epoch: 44, iters: 80, time: 0.049, data: 0.049) loss: 0.855 
(epoch: 44, iters: 160, time: 0.050, data: 0.049) loss: 0.925 
(epoch: 44, iters: 240, time: 0.050, data: 0.049) loss: 0.771 
(epoch: 44, iters: 320, time: 0.050, data: 0.050) loss: 0.630 
(epoch: 44, iters: 400, time: 0.050, data: 0.049) loss: 0.563 
(epoch: 44, iters: 480, time: 0.047, data: 0.049) loss: 0.768 
(epoch: 45, iters: 80, time: 0.046, data: 0.049) loss: 1.129 
(epoch: 45, iters: 160, time: 0.048, data: 0.049) loss: 0.858 
(epoch: 45, iters: 240, time: 0.049, data: 0.051) loss: 0.426 
(epoch: 45, iters: 320, time: 0.049, data: 0.052) loss: 0.596 
(epoch: 45, iters: 400, time: 0.050, data: 0.052) loss: 0.816 
(epoch: 45, iters: 480, time: 0.047, data: 0.049) loss: 0.911 
(epoch: 46, iters: 80, time: 0.048, data: 0.049) loss: 0.668 
(epoch: 46, iters: 160, time: 0.049, data: 0.052) loss: 1.251 
(epoch: 46, iters: 240, time: 0.048, data: 0.049) loss: 0.803 
(epoch: 46, iters: 320, time: 0.048, data: 0.049) loss: 0.941 
(epoch: 46, iters: 400, time: 0.049, data: 0.053) loss: 0.758 
(epoch: 46, iters: 480, time: 0.048, data: 0.049) loss: 0.592 
(epoch: 47, iters: 80, time: 0.047, data: 0.048) loss: 0.856 
(epoch: 47, iters: 160, time: 0.046, data: 0.049) loss: 0.761 
(epoch: 47, iters: 240, time: 0.047, data: 0.051) loss: 0.723 
(epoch: 47, iters: 320, time: 0.048, data: 0.051) loss: 0.673 
(epoch: 47, iters: 400, time: 0.050, data: 0.051) loss: 0.754 
(epoch: 47, iters: 480, time: 0.047, data: 0.051) loss: 0.709 
(epoch: 48, iters: 80, time: 0.049, data: 0.053) loss: 0.792 
(epoch: 48, iters: 160, time: 0.049, data: 0.053) loss: 0.725 
(epoch: 48, iters: 240, time: 0.052, data: 0.052) loss: 0.586 
(epoch: 48, iters: 320, time: 0.048, data: 0.049) loss: 0.854 
(epoch: 48, iters: 400, time: 0.049, data: 0.049) loss: 0.853 
(epoch: 48, iters: 480, time: 0.047, data: 0.049) loss: 0.448 
(epoch: 49, iters: 80, time: 0.046, data: 0.049) loss: 0.775 
(epoch: 49, iters: 160, time: 0.048, data: 0.050) loss: 0.620 
(epoch: 49, iters: 240, time: 0.048, data: 0.051) loss: 0.799 
(epoch: 49, iters: 320, time: 0.047, data: 0.062) loss: 0.738 
(epoch: 49, iters: 400, time: 0.048, data: 0.064) loss: 0.804 
(epoch: 49, iters: 480, time: 0.047, data: 0.063) loss: 0.447 
(epoch: 50, iters: 80, time: 0.049, data: 0.049) loss: 0.598 
(epoch: 50, iters: 160, time: 0.050, data: 0.052) loss: 0.617 
(epoch: 50, iters: 240, time: 0.049, data: 0.051) loss: 0.526 
(epoch: 50, iters: 320, time: 0.049, data: 0.051) loss: 0.697 
(epoch: 50, iters: 400, time: 0.050, data: 0.051) loss: 0.712 
(epoch: 50, iters: 480, time: 0.048, data: 0.051) loss: 1.060 
(epoch: 51, iters: 80, time: 0.050, data: 0.049) loss: 0.632 
(epoch: 51, iters: 160, time: 0.049, data: 0.051) loss: 0.894 
(epoch: 51, iters: 240, time: 0.049, data: 0.051) loss: 0.422 
(epoch: 51, iters: 320, time: 0.049, data: 0.052) loss: 0.647 
(epoch: 51, iters: 400, time: 0.046, data: 0.051) loss: 0.855 
(epoch: 51, iters: 480, time: 0.048, data: 0.050) loss: 0.616 
(epoch: 52, iters: 80, time: 0.049, data: 0.048) loss: 0.826 
(epoch: 52, iters: 160, time: 0.048, data: 0.049) loss: 0.760 
(epoch: 52, iters: 240, time: 0.045, data: 0.049) loss: 0.665 
(epoch: 52, iters: 320, time: 0.047, data: 0.049) loss: 0.573 
(epoch: 52, iters: 400, time: 0.047, data: 0.051) loss: 0.493 
(epoch: 52, iters: 480, time: 0.048, data: 0.051) loss: 0.515 
(epoch: 53, iters: 80, time: 0.048, data: 0.048) loss: 0.527 
(epoch: 53, iters: 160, time: 0.049, data: 0.049) loss: 0.423 
(epoch: 53, iters: 240, time: 0.048, data: 0.048) loss: 0.630 
(epoch: 53, iters: 320, time: 0.048, data: 0.049) loss: 1.034 
(epoch: 53, iters: 400, time: 0.049, data: 0.049) loss: 0.461 
(epoch: 53, iters: 480, time: 0.048, data: 0.049) loss: 1.180 
(epoch: 54, iters: 80, time: 0.048, data: 0.049) loss: 0.540 
(epoch: 54, iters: 160, time: 0.049, data: 0.050) loss: 0.454 
(epoch: 54, iters: 240, time: 0.047, data: 0.049) loss: 0.283 
(epoch: 54, iters: 320, time: 0.048, data: 0.049) loss: 0.968 
(epoch: 54, iters: 400, time: 0.048, data: 0.049) loss: 0.641 
(epoch: 54, iters: 480, time: 0.048, data: 0.049) loss: 0.814 
(epoch: 55, iters: 80, time: 0.048, data: 0.048) loss: 1.150 
(epoch: 55, iters: 160, time: 0.048, data: 0.049) loss: 0.471 
(epoch: 55, iters: 240, time: 0.049, data: 0.048) loss: 0.679 
(epoch: 55, iters: 320, time: 0.048, data: 0.049) loss: 0.533 
(epoch: 55, iters: 400, time: 0.048, data: 0.048) loss: 0.304 
(epoch: 55, iters: 480, time: 0.048, data: 0.048) loss: 0.471 
(epoch: 56, iters: 80, time: 0.048, data: 0.048) loss: 0.508 
(epoch: 56, iters: 160, time: 0.048, data: 0.049) loss: 0.647 
(epoch: 56, iters: 240, time: 0.048, data: 0.048) loss: 0.548 
(epoch: 56, iters: 320, time: 0.048, data: 0.048) loss: 0.621 
(epoch: 56, iters: 400, time: 0.048, data: 0.049) loss: 0.473 
(epoch: 56, iters: 480, time: 0.048, data: 0.049) loss: 0.497 
(epoch: 57, iters: 80, time: 0.048, data: 0.048) loss: 0.358 
(epoch: 57, iters: 160, time: 0.049, data: 0.049) loss: 0.389 
(epoch: 57, iters: 240, time: 0.048, data: 0.049) loss: 0.291 
(epoch: 57, iters: 320, time: 0.048, data: 0.049) loss: 0.568 
(epoch: 57, iters: 400, time: 0.045, data: 0.048) loss: 0.511 
(epoch: 57, iters: 480, time: 0.045, data: 0.049) loss: 0.864 
(epoch: 58, iters: 80, time: 0.046, data: 0.048) loss: 0.347 
(epoch: 58, iters: 160, time: 0.045, data: 0.049) loss: 0.411 
(epoch: 58, iters: 240, time: 0.047, data: 0.050) loss: 0.550 
(epoch: 58, iters: 320, time: 0.048, data: 0.050) loss: 0.368 
(epoch: 58, iters: 400, time: 0.049, data: 0.051) loss: 0.698 
(epoch: 58, iters: 480, time: 0.048, data: 0.051) loss: 0.389 
(epoch: 59, iters: 80, time: 0.049, data: 0.061) loss: 0.498 
(epoch: 59, iters: 160, time: 0.048, data: 0.049) loss: 0.806 
(epoch: 59, iters: 240, time: 0.045, data: 0.048) loss: 0.536 
(epoch: 59, iters: 320, time: 0.049, data: 0.063) loss: 0.337 
(epoch: 59, iters: 400, time: 0.048, data: 0.054) loss: 0.668 
(epoch: 59, iters: 480, time: 0.049, data: 0.052) loss: 0.226 
(epoch: 60, iters: 80, time: 0.045, data: 0.055) loss: 0.321 
(epoch: 60, iters: 160, time: 0.045, data: 0.049) loss: 0.255 
(epoch: 60, iters: 240, time: 0.047, data: 0.049) loss: 0.500 
(epoch: 60, iters: 320, time: 0.048, data: 0.051) loss: 0.615 
(epoch: 60, iters: 400, time: 0.047, data: 0.052) loss: 0.362 
(epoch: 60, iters: 480, time: 0.047, data: 0.049) loss: 0.540 
(epoch: 61, iters: 80, time: 0.046, data: 0.050) loss: 0.505 
(epoch: 61, iters: 160, time: 0.049, data: 0.049) loss: 0.703 
(epoch: 61, iters: 240, time: 0.050, data: 0.063) loss: 0.934 
(epoch: 61, iters: 320, time: 0.049, data: 0.063) loss: 0.719 
(epoch: 61, iters: 400, time: 0.048, data: 0.064) loss: 0.397 
(epoch: 61, iters: 480, time: 0.048, data: 0.050) loss: 1.380 
(epoch: 62, iters: 80, time: 0.045, data: 0.062) loss: 0.483 
(epoch: 62, iters: 160, time: 0.047, data: 0.050) loss: 0.571 
(epoch: 62, iters: 240, time: 0.046, data: 0.061) loss: 0.406 
(epoch: 62, iters: 320, time: 0.048, data: 0.050) loss: 0.546 
(epoch: 62, iters: 400, time: 0.048, data: 0.051) loss: 0.403 
(epoch: 62, iters: 480, time: 0.049, data: 0.053) loss: 0.841 
(epoch: 63, iters: 80, time: 0.048, data: 0.050) loss: 1.011 
(epoch: 63, iters: 160, time: 0.050, data: 0.049) loss: 0.433 
(epoch: 63, iters: 240, time: 0.048, data: 0.050) loss: 0.779 
